"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"164","Mike Komisarek","TOR","D","4","61.383333333333","0","0","0","0","0","0.00","1","0.00","0.05","7","3","1","0","0","1","2","1","1","0","0","2","1","1","11","5","6","0","0","-"
"184","Aaron Johnson","BOS","D","10","148.7","0","0","0","0","0","0.00","8","0.00","0.29","23","11","4","0","0","1","10","5","5","0","0","1","7","0","18","21","5","0","0","-"
"189","Cody McCormick","BUF","C","8","51.65","0","0","0","0","0","-","6","0.00","0.17","12","8","2","0","0","0","10","2","0","2","0","2","1","0","17","3","5","12","13","48.00"
"199","Andrew Murray","STL","C","1","7.8166666666667","0","0","0","0","0","-","2","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","-"
"201","Brandon Segal","NYR","R","1","5.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","2","1","0","0","-"
"208","Zenon Konopka","MIN","C","37","312.13333333333","0","0","0","0","0","0.00","18","0.00","1.17","29","23","14","9","0","1","117","29","16","9","4","16","8","5","23","29","9","162","105","60.67"
"210","Matt Ellis","BUF","L","6","37.183333333333","0","0","0","0","0","-","8","0.00","0.5","9","9","5","3","0","0","0","0","0","0","0","2","2","0","0","2","3","15","21","41.67"
"222","Cam Janssen","N.J","R","4","15.883333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","5","1","0","0","0","-"
"293","Jamie Tardif","BOS","R","2","9.85","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","1","0","1","4","5","2","0","0","-"
"296","Alexandre Bolduc","PHX","C","14","106.76666666667","0","0","0","0","0","0.00","17","0.00","1.27","24","20","15","6","1","1","2","1","1","0","0","2","1","2","21","16","3","7","14","33.33"
"305","Francis Wathier","DAL","L","1","5.6666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","5","0","0","0","2","0.00"
"308","Dylan Reese","PIT","D","3","45.783333333333","0","0","0","0","0","0.00","1","0.00","0.03","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","0","0","-"
"310","Mathieu Roy","T.B","D","1","14.116666666667","0","0","0","0","0","-","0","-","0.01","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","-"
"320","Steve MacIntyre","PIT","L","1","4.5166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","12","2","1","0","1","0","0","0","2","1","0","0","0","-"
"358","JT Wyman","T.B","R","1","13.516666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","7","4","63.64"
"368","Jake Dowell","MIN","C","2","17.083333333333","0","0","0","0","0","-","3","0.00","0.31","4","3","1","1","0","0","0","0","0","0","0","0","1","0","2","0","0","2","1","66.67"
"376","Andrew Gordon","VAN","R","6","50.533333333333","0","0","0","0","0","-","2","0.00","0.06","5","3","2","0","0","0","0","0","0","0","0","1","2","1","4","6","1","2","3","40.00"
"388","Tim Sestito","N.J","L","6","47.233333333333","0","0","0","0","0","0.00","4","0.00","0.15","9","7","2","1","0","0","2","1","1","0","0","3","1","0","10","8","2","14","12","53.85"
"390","Mike Blunden","MTL","R","5","41.733333333333","0","0","0","0","0","0.00","5","0.00","0.5","7","6","6","4","1","1","4","2","2","0","0","1","1","0","2","4","3","0","0","-"
"400","Brian Lee","T.B","D","22","306.26666666667","0","0","0","0","0","0.00","13","0.00","0.43","34","22","7","1","1","3","16","8","8","0","0","2","8","1","49","33","28","0","0","-"
"407","Matt Pelech","S.J","R","2","18.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","2","0","0","6","2","0","0","0","-"
"424","Marc-Andre Gragnani","CAR","D","1","7.8833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","-"
"426","Chris VandeVelde","EDM","C","11","77.533333333333","0","0","0","0","0","0.00","7","0.00","0.54","9","8","6","4","0","0","4","2","2","0","0","1","2","2","12","10","3","21","23","47.73"
"431","Darren Helm","DET","C","1","12.45","0","0","0","0","0","-","1","0.00","0.2","4","3","3","1","0","0","2","1","1","0","0","1","1","1","4","0","0","6","8","42.86"
"434","Derek Joslin","VAN","D","2","33.983333333333","0","0","0","0","0","0.00","2","0.00","0.04","4","2","0","0","0","0","0","0","0","0","0","0","1","0","4","2","4","0","0","-"
"437","Nick Drazenovic","CBJ","C","8","79.416666666667","0","0","0","0","0","0.00","5","0.00","0.45","10","7","5","2","0","0","4","2","2","0","0","1","1","3","8","6","1","29","25","53.70"
"438","Brett Sutter","CAR","L","3","25.033333333333","0","0","0","0","0","-","2","0.00","0.23","3","2","2","1","0","0","4","2","2","0","0","2","0","1","7","3","0","8","6","57.14"
"441","Nicolas Blanchard","CAR","L","9","78.083333333333","0","0","0","0","0","0.00","6","0.00","0.22","9","7","4","1","1","1","20","4","0","4","0","4","0","1","22","7","2","1","0","100.00"
"448","Mike Angelidis","T.B","L","1","7.3666666666667","0","0","0","0","0","-","0","-","0.07","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","4","42.86"
"452","Bracken Kearns","S.J","C","1","12.066666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-"
"454","Jordan Hendry","ANA","D","2","35.15","0","0","0","0","0","-","0","-","0.02","2","1","0","0","0","0","0","0","0","0","0","0","1","1","1","4","2","0","0","-"
"460","Michael Caruso","FLA","D","2","15.833333333333","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","5","2","0","0","-"
"481","Theo Peckham","EDM","D","4","70.55","0","0","0","0","0","0.00","2","0.00","0.13","8","5","1","0","0","0","6","3","3","0","0","1","2","1","14","7","5","0","0","-"
"497","Jan Mursak","DET","L","2","11.283333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","0","1","0","0","3","0","1","1","50.00"
"504","Chris Summers","PHX","D","6","75.916666666667","0","0","0","0","0","0.00","5","0.00","0.2","9","6","3","0","1","1","9","3","2","1","0","3","0","1","12","13","10","0","0","-"
"508","Jonathan Rheault","FLA","R","5","52.85","0","0","0","0","0","0.00","5","0.00","0.17","7","5","3","0","0","0","0","0","0","0","0","0","2","0","12","14","4","0","1","0.00"
"516","John Scott","BUF","L","34","185.1","0","0","0","0","0","0.00","15","0.00","0.57","24","20","10","2","0","0","69","16","7","7","2","13","7","8","38","18","5","0","0","-"
"520","Steven Pinizzotto","VAN","R","12","119.9","0","0","0","0","0","-","9","0.00","0.64","14","12","8","5","0","0","29","6","2","3","1","4","1","0","29","12","4","0","0","-"
"522","Darroll Powe","MIN, NYR","C","42","377.91666666667","0","0","0","0","0","0.00","23","0.00","1.84","49","38","21","12","1","2","27","12","11","1","0","11","3","5","82","49","22","56","48","53.85"
"524","Trevor Smith","PIT","C","1","10.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"541","Nick Petrecki","S.J","D","1","11.966666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","2","0","0","-"
"543","Bill Sweatt","VAN","L","1","12.4","0","0","0","0","0","-","0","-","0.1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"548","Akim Aliu","CGY","R","5","54.316666666667","0","0","0","0","0","-","2","0.00","0.15","5","3","5","3","2","0","14","3","2","0","1","3","2","1","5","9","2","0","0","-"
"589","Nick Holden","CBJ","D","2","17.15","0","0","0","0","0","0.00","2","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","2","0","3","2","0","0","0","-"
"591","Micheal Haley","NYR","C","9","59.65","0","0","0","0","0","-","4","0.00","0.3","5","4","3","3","0","0","12","3","1","2","0","6","1","0","21","6","5","2","1","66.67"
"612","Joe Colborne","TOR","C","5","45.6","0","0","0","0","0","0.00","4","0.00","0.18","5","5","2","1","0","0","2","1","1","0","0","0","1","2","11","9","0","15","14","51.72"
"631","Jared Staal","CAR","R","2","26.766666666667","0","0","0","0","0","-","3","0.00","0.28","7","3","3","3","1","0","2","1","1","0","0","1","0","2","12","3","1","0","0","-"
"632","Patrice Cormier","WPG","C","10","38.866666666667","0","0","0","0","0","-","4","0.00","0.33","10","5","6","3","1","0","7","2","1","1","0","5","0","0","15","6","2","1","5","16.67"
"636","Shawn Lalonde","CHI","D","1","14.783333333333","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","-"
"640","Michal Jordan","CAR","D","5","53.433333333333","0","0","0","0","0","-","2","0.00","0.04","7","4","0","0","0","0","2","1","1","0","0","0","2","0","0","8","2","0","0","-"
"647","Derek Grant","OTT","C","5","43.316666666667","0","0","0","0","0","-","5","0.00","0.46","10","8","3","2","0","1","0","0","0","0","0","0","1","0","8","3","0","17","14","54.84"
"649","Greg Pateryn","MTL","D","3","28.8","0","0","0","0","0","0.00","0","-","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","2","2","1","0","0","-"
"650","Mark Borowiecki","OTT","D","6","77.983333333333","0","0","0","0","0","0.00","1","0.00","0.01","4","1","0","0","0","1","18","5","4","0","1","4","4","0","26","16","5","0","0","-"
"656","Mark Barberio","T.B","D","2","30.983333333333","0","0","0","0","0","0.00","1","0.00","0.06","6","3","0","0","0","0","0","0","0","0","0","0","5","0","0","2","1","0","0","-"
"662","Sean Collins","CBJ","C","5","62.466666666667","0","0","0","0","0","0.00","0","-","0.11","4","3","2","1","0","0","6","3","3","0","0","2","0","0","3","6","5","1","4","20.00"
"664","Stu Bickel","NYR","D","16","88.266666666667","0","0","0","0","0","0.00","2","0.00","0.17","6","3","2","1","0","0","49","12","7","3","2","5","6","1","13","10","6","0","0","-"
"668","Carter Bancks","CGY","L","2","29.366666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","4","3","0","0","-"
"670","Brandon Mashinter","NYR","L","4","23.666666666667","0","0","0","0","0","-","2","0.00","0.06","4","2","2","0","0","0","0","0","0","0","0","0","1","0","7","2","1","1","0","100.00"
"673","Mike Hoffman","OTT","L","3","36.95","0","0","0","0","0","-","6","0.00","0.56","12","9","7","3","0","1","2","1","1","0","0","1","1","1","8","4","2","2","0","100.00"
"674","Eric Wellwood","PHI","L","4","37.666666666667","0","0","0","0","0","-","2","0.00","0.14","6","3","3","0","0","0","0","0","0","0","0","0","0","3","2","3","1","0","6","0.00"
"675","Matt Taormina","T.B","D","2","33.283333333333","0","0","0","0","0","-","0","-","0.05","2","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","3","0","0","-"
"677","Matt Gilroy","NYR","D","15","143.35","0","0","0","0","0","-","14","0.00","0.62","27","18","9","2","1","1","6","3","3","0","0","1","9","3","6","24","6","0","0","-"
"686","Chris Brown","PHX","R","5","38.183333333333","0","0","0","0","0","-","6","0.00","0.5","10","9","6","3","0","1","2","1","1","0","0","0","0","1","6","9","0","0","0","-"
"713","Eric Gelinas","N.J","D","1","15.983333333333","0","0","0","0","0","-","1","0.00","0.06","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"715","Brandon Pirri","CHI","R","1","17.916666666667","0","0","0","0","0","-","2","0.00","0.14","3","3","3","1","0","0","0","0","0","0","0","0","0","0","1","0","1","6","8","42.86"
"720","Mattias Ekholm","NSH","D","1","16.083333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","3","1","0","3","0","0","0","-"
"725","David Savard","CBJ","D","4","52.8","0","0","0","0","0","-","1","0.00","0.05","4","3","0","0","0","0","0","0","0","0","0","0","1","0","4","3","2","0","0","-"
"727","Alexander Urbom","N.J","D","1","14.183333333333","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0","0","-"
"733","Scott Timmins","FLA","C","5","52.916666666667","0","0","0","0","0","-","6","0.00","0.59","10","8","7","3","1","1","4","2","2","0","0","0","3","1","6","4","5","15","16","48.39"
"738","Matthew Konan","PHI","D","2","31.85","0","0","0","0","0","-","4","0.00","0.09","6","4","2","0","0","0","0","0","0","0","0","0","1","0","5","5","2","0","0","-"
"742","Ryan Stanton","CHI","D","1","17.083333333333","0","0","0","0","0","0.00","1","0.00","0.06","2","2","1","0","0","0","2","1","1","0","0","0","0","0","1","0","2","0","0","-"
"743","Nate Prosser","MIN","D","17","191.26666666667","0","0","0","0","0","0.00","5","0.00","0.14","14","9","1","0","0","0","4","2","2","0","0","0","5","4","17","42","22","0","0","-"
"748","Brandon Bollig","CHI","L","25","200.31666666667","0","0","0","0","0","0.00","34","0.00","1.79","54","45","22","6","4","2","51","14","8","5","1","11","0","1","41","25","6","0","3","0.00"
"755","Ryan Spooner","BOS","C","4","36.483333333333","0","0","0","0","0","-","4","0.00","0.21","8","5","2","1","1","0","0","0","0","0","0","0","1","0","1","2","2","11","13","45.83"
"756","Johan Larsson","MIN","C","1","14.033333333333","0","0","0","0","0","-","2","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","-"
"759","Christian Thomas","NYR","L","1","12.766666666667","0","0","0","0","0","-","2","0.00","0.07","2","2","1","0","1","0","0","0","0","0","0","0","0","0","3","3","0","0","0","-"
"761","Alex Petrovic","FLA","D","6","112.68333333333","0","0","0","0","0","0.00","5","0.00","0.21","16","9","1","0","0","0","25","7","5","1","1","3","6","0","10","21","4","0","0","-"
"762","Devante Smith-Pelly","ANA","R","7","62.966666666667","0","0","0","0","0","0.00","5","0.00","0.45","5","5","4","1","0","0","0","0","0","0","0","0","1","2","14","9","4","0","0","-"
"769","Quinton Howden","FLA","C","18","188.2","0","0","0","0","0","0.00","22","0.00","2.21","39","30","24","8","3","1","2","1","1","0","0","5","1","9","21","26","6","1","3","25.00"
"771","Riley Sheahan","DET","C","1","6.7833333333333","0","0","0","0","0","-","1","0.00","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","1","0.00"
"785","Mark Stone","OTT","R","4","40.016666666667","0","0","0","0","0","0.00","3","0.00","0.23","6","4","3","0","1","0","2","1","1","0","0","0","2","2","10","5","0","1","0","100.00"
"787","Michael Sgarbossa","COL","C","6","62.183333333333","0","0","0","0","0","-","6","0.00","0.32","11","7","6","3","0","2","4","2","2","0","0","0","1","1","4","3","1","9","16","36.00"
"789","Mark Arcobello","EDM","R","1","18.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","3","7","30.00"
"796","Andy Miele","PHX","C","1","9.0333333333333","0","0","0","0","0","0.00","0","-","0.11","1","1","1","1","0","0","0","0","0","0","0","1","0","0","2","0","0","2","1","66.67"
"799","Frank Corrado","VAN","D","3","58.216666666667","0","0","0","0","0","-","4","0.00","0.22","13","8","2","0","0","0","0","0","0","0","0","1","3","1","8","10","5","0","0","-"
"802","Dmitrij Jaskin","STL","R","2","14.983333333333","0","0","0","0","0","-","2","0.00","0.14","2","2","2","1","0","0","0","0","0","0","0","0","0","1","2","4","0","0","0","-"
"809","Mark Scheifele","WPG","C","4","46.1","0","0","0","0","0","0.00","6","0.00","0.64","12","9","9","4","1","0","0","0","0","0","0","1","0","0","4","11","0","10","4","71.43"
"813","Ryan Murphy","CAR","D","4","84.25","0","0","0","0","0","0.00","7","0.00","0.35","15","10","5","0","0","1","2","1","1","0","0","0","0","1","2","2","9","0","0","-"
"818","Nicklas Jensen","VAN","R","2","27.7","0","0","0","0","0","-","0","-","0.03","2","1","2","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","-"
"819","Rickard Rakell","ANA","C","4","35.8","0","0","0","0","0","-","3","0.00","0.26","3","3","3","0","0","1","0","0","0","0","0","0","0","0","4","2","0","10","11","47.62"
"820","Jonathan Marchessault","CBJ","C","2","21.883333333333","0","0","0","0","0","-","0","-","0.06","2","1","1","0","0","0","0","0","0","0","0","2","0","1","1","1","0","0","0","-"
"822","Cameron Schilling","WSH","D","1","11.966666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"828","Harri Pesonen","N.J","C","4","36.733333333333","0","0","0","0","0","-","3","0.00","0.21","6","4","4","2","0","1","2","1","1","0","0","1","0","0","4","4","0","0","0","-"
"832","Scott Laughton","PHI","C","5","57.583333333333","0","0","0","0","0","-","10","0.00","0.41","15","10","7","1","0","1","0","0","0","0","0","1","0","0","10","6","1","19","24","44.19"
"836","Andrej Sustr","T.B","D","2","21.433333333333","0","0","0","0","0","0.00","2","0.00","0.04","3","3","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","-"
"838","Drew LeBlanc","CHI","C","2","26.666666666667","0","0","0","0","0","-","3","0.00","0.46","4","3","3","2","0","0","0","0","0","0","0","0","0","1","0","2","0","9","9","50.00"
"839","Chad Ruhwedel","BUF","D","7","99.383333333333","0","0","0","0","0","0.00","8","0.00","0.18","14","10","2","0","0","0","0","0","0","0","0","0","0","2","7","14","8","0","0","-"
